ResponseId,Age,Ethnicity,Honesty_YT_Aby_1,Trustworthy_YT_Aby_1,Informed_YT_Aby_1,Harm_YT_Aby,NicotineCool_YT_Aby_1,NicoAttra_YT_Aby_1,VapeFriends_YT_Aby,VapeMonths_YT_Aby,VapeInt_YT_Aby,Honesty_YT_Anna_1,Trustworthy_YT_Anna_1,Informed_YT_Anna_1,Harm_YT_Anna,NicotineCool_YT_Anna_1,NicoAttra_YT_Ann_1,VapeFriends_YT_Anna,VapeMonths_YT_Anna,VapeInt_YT_Anna,Honesty_YT_Cham_1,Trustworthy_YT_Cham_1,Informed_YT_Cham_1,Harm_YT_Cham,NicotineCool_YT_Cham_1,NicoAttra_YT_Cham_1,VapeFriends_YT_Cham,VapeMonths_YT_Cham,VapeInt_YT_Cham,Honesty_YT_Fab_1,Trustworthy_YT_Fab_1,Informed_YT_Fab_1,Harm_YT_Fab,NicotineCool_YT_Fab_1,NicoAttra_YT_Fab_1,VapeFriends_YT_Fab,VapeMonths_YT_Fab,VapeInt_YT_Fab,Honesty_YT_Mae_1,Trustworthy_YT_Mae_1,Informed_YT_Mae_1,Harm_YT_Mae,NicotineCool_YT_Mae_1,NicoAttra_YT_Mae_1,VapeFriends_YT_Mae,VapeMonths_YT_Mae,VapeInt_YT_Mae,Honesty_YT_Zanx_1,Trustworthy_YT_Zanx_1,Informed_YT_Zanx_1,Harm_YT_Zanx,NicotineCool_YT_Zanx_1,NicoAttra_YT_Zanx_1,VapeFriends_YT_Zanx,VapeMonths_YT_Zanx,VapeInt_YT_Zanx,Honesty_OT_Aby_1,Trustworthy_OT_Aby_1,Informed_OT_Aby_1,Harm_OT_Aby,NicotineCool_OT_Aby_1,NicoAttra_OT_Aby_1,VapeFriends_OT_Aby,VapeMonths_OT_Aby,VapeInt_OT_Aby,Honesty_OT_Anna_1,Trustworthy_OT_Anna_1,Informed_OT_Anna_1,Harm_OT_Anna,NicotineCool_OT_Anna_1,NicoAttra_OT_Anna_1,VapeFriends_OT_Anna,VapeMonths_OT_Anna,VapeInt_OT_Anna,Honesty_OT_Cham_1,Trustworthy_OT_Cham_1,Informed_OT_Cham_1,Harm_OT_Cham,NicotineCool_OT_Cham_1,NicoAttra_OT_Cham_1,VapeFriends_OT_Cham,VapeMonths_OT_Cham,VapeInt_OT_Cham,Honesty_OT_Fab_1,Trustworthy_OT_Fab_1,Informed_OT_Fab_1,Harm_OT_Fab,NicotineCool_OT_Fab_1,NicoAttra_OT_Fab_1,VapeFriends_OT_Fab,VapeMonths_OT_Fab,VapeInt_OT_Fab,Honesty_OT_Mae_1,Trustworthy_OT_Mae_1,Informed_OT_Mae_1,Harm_OT_Mae,NicotineCool_OT_Mae_1,NicoAttra_OT_Mae_1,VapeFriends_OT_Mae,VapeMonths_OT_Mae,VapeInt_OT_Mae,Honesty_OT_Zanx_1,Trustworthy_OT_Zanx_1,Informed_OT_Zanx_1,Harm_OT_Zanx,NicotineCool_OT_Zanx_1,NicoAttra_OT_Zanx_1,VapeFriends_OT_Zanx,VapeMonths_OT_Zanx,VapeInt_OT_Zanx,Honesty_YC_Aby_1,Trustworthy_YC_Aby_1,Informed_YC_Aby_1,Harm_YC_Aby,NicotineCool_YC_Aby_1,NicoAttra_YC_Aby_1,VapeFriends_YC_Aby,VapeMonths_YC_Aby,VapeInt_YC_Aby,Honesty_YC_Anna_1,Trustworthy_YC_Anna_1,Informed_YC_Anna_1,Harm_YC_Anna,NicotineCool_YC_Anna_1,NicoAttra_YC_Anna_1,VapeFriends_YC_Anna,VapeMonths_YC_Anna,VapeInt_YC_Anna,Honesty_YC_Cham_1,Trustworthy_YC_Cham_1,Informed_YC_Cham_1,Harm_YC_Cham,NicotineCool_YC_Cham_1,NicoAttra_YC_Cham_1,VapeFriends_YC_Cham,VapeMonths_YC_Cham,VapeInt_YC_Cham,Honesty_YC_Fab_1,Trustworthy_YC_Fab_1,Informed_YC_Fab_1,Harm_YC_Fab,NicotineCool_YC_Fab_1,NicoAttra_YC_Fab_1,VapeFriends_YC_Fab,VapeMonths_YC_Fab,VapeInt_YC_Fab,Honesty_YC_Mae_1,Trustworthy_YC_Mae_1,Informed_YC_Mae_1,Harm_YC_Mae,NicotineCool_YC_Mae_1,NicoAttra_YC_Mae_1,VapeFriends_YC_Mae,VapeMonths_YC_Mae,VapeInt_YC_Mae,Honesty_YC_Zanx_1,Trustworthy_YC_Zanx_1,Informed_YC_Zanx_1,Harm_YC_Zanx,NicotineCool_YC_Zanx_1,NicoAttra_YC_Zanx_1,VapeFriends_YC_Zanx,VapeMonths_YC_Zanx,VapeInt_YC_Zanx,Honesty_OC_Aby_1,Trustworthy_OC_Aby_1,Informed_OC_Aby_1,Harm_OC_Aby,NicotineCool_OC_Aby_1,NicoAttra_OC_Aby_1,VapeFriends_OC_Aby,VapeMonths_OC_Aby,VapeInt_OC_Aby,Honesty_OC_Anna_1,Trustworthy_OC_Anna_1,Informed_OC_Anna_1,Harm_OC_Anna,NicotineCool_OC_Anna_1,NicoAttra_OC_Anna_1,VapeFriends_OC_Anna,VapeMonths_OC_Anna,VapeInt_OC_Anna,Honesty_OC_Cham_1,Trustworthy_OC_Cham_1,Informed_OC_Cham_1,Harm_OC_Cham,NicotineCool_OC_Cham_1,NicoAttra_OC_Cham_1,VapeFriends_OC_Cham,VapeMonths_OC_Cham,VapeInt_OC_Cham,Q274_First.Click,Q274_Last.Click,Q274_Page.Submit,Q274_Click.Count,Honesty_OC_Fab_1,Trustworthy_OC_Fab_1,Informed_OC_Fab_1,Harm_OC_Fab,NicotineCool_OC_Fab_1,NicoAttra_OC_Fab_1,VapeFriends_OC_Fab,VapeMonths_OC_Fab,VapeInt_OC_Fab,Q285_First.Click,Q285_Last.Click,Q285_Page.Submit,Q285_Click.Count,Honesty_OC_Mae_1,Trustworthy_OC_Mae_1,Informed_OC_Mae_1,Harm_OC_Mae,NicotineCool_OC_Mae_1,NicoAttra_OC_Mae_1,VapeFriends_OC_Mae,VapeMonths_OC_Mae,VapeInt_OC_Mae,Honesty_OC_Zanx_1,Trustworthy_OC_Zanx_1,Informed_OC_Zanx_1,Harm_OC_Zanx,NicotineCool_OC_Zanx_1,NicoAttra_OC_Zanx_1,VapeFriends_OC_Zanx,VapeMonths_OC_Zanx,VapeInt_OC_Zanx,ControlQuestion_fitness,ControlQuestion_nofitness,ControlQuestionAge,Condition,white,asian,black,multi,other,sm_exposure,infl_expos,nic_30dayuse,ecig_30dayuse,harmvape_pretest,appeal_cool_pretest,suscept_pretest,sm_freq_use,sub_30dayuse,cigcan_30dayuse
R_1cuYz3SZHWjixB9,16,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,76,59,70,Very harmful,5,5,Probably yes,Probably yes,Probably yes,58,75,63,Somewhat harmful,4,5,Probably yes,Probably yes,Probably yes,62,74,66,Very harmful,5,5,Definitely yes,Probably yes,Probably yes,65,59,73,Very harmful,5,3,Probably yes,Probably yes,Probably yes,61,78,57,Somewhat harmful,5,4,Probably yes,Probably yes,Probably yes,51,63,59,Very harmful,4,3,Probably yes,Probably yes,Probably yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,,People vaping,16,Old Treat,1,0,0,0,0,1,1,1,1,3,3,1,2,1,1
R_1FIiCpmp2oCnAT4,17,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,58,40,47,Somewhat harmful,4,5,Probably yes,Probably not,Probably yes,32,81,19,Extremely harmful,2,3,Probably not,Probably not,Probably yes,66,79,44,Extremely harmful,4,4,Probably not,Probably yes,Probably yes,0,0,24.033,0,61,40,82,Slightly harmful,3,5,Probably yes,Probably yes,Probably not,0,0,20.98,0,65,19,65,Extremely harmful,5,4,Definitely yes,Probably not,Probably yes,50,30,73,Very harmful,3,5,Probably yes,Probably yes,Probably not,,People vaping,17,Old Control,1,0,0,0,0,0,0,1,0,3,3,1,3,1,1
R_7qeHlvtjM0wySkA,17,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,84,75,88,Very harmful,6,5,Definitely yes,Probably yes,Probably yes,82,67,87,Very harmful,6,5,Definitely yes,Definitely yes,Probably yes,81,87,81,Extremely harmful,6,5,Definitely yes,Probably yes,Definitely yes,91,76,79,Very harmful,5,6,Probably yes,Definitely yes,Probably yes,89,76,83,Very harmful,5,6,Definitely yes,Probably yes,Definitely yes,89,78,82,Extremely harmful,6,5,Probably yes,Definitely yes,Probably yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,,People vaping,17,Old Treat,1,0,0,0,0,0,0,1,1,1,1,1,3,1,1
R_7MGniwQp3sN7Yae,17,No,63,40,73,Very harmful,3,3,Probably yes,Probably not,Probably not,52,76,29,Very harmful,4,2,Probably yes,Probably not,Probably yes,50,66,32,Extremely harmful,4,2,Probably yes,Probably yes,Probably not,66,30,81,Somewhat harmful,4,4,Probably not,Probably yes,Probably not,61,44,61,Extremely harmful,3,5,Probably yes,Probably not,Definitely yes,66,52,74,Slightly harmful,4,5,Probably yes,Probably not,Probably yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,,People vaping,17,Young Treat,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0
R_3xY7ATkPpjhQMt9,17,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,50,72,29,Very harmful,5,4,Definitely yes,Probably not,Probably not,40,22,62,Very harmful,4,3,Probably yes,Probably not,Definitely yes,63,79,54,Very harmful,5,4,Probably yes,Probably not,Probably yes,57,75,49,Extremely harmful,6,4,Definitely yes,Probably not,Probably yes,62,45,69,Very harmful,7,4,Definitely yes,Definitely not,Probably yes,42,59,41,Extremely harmful,4,3,Definitely yes,Definitely yes,Probably yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,,People vaping,17,Young Control,1,0,0,0,0,1,1,0,0,4,4,1,3,0,0
R_37paGNSEIJSL9rs,16,Yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,0,0,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,29,30,13,Very harmful,0,0,Definitely not,Definitely not,Definitely not,9,29,19,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,0,0,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,0,3,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,0,0,0,Extremely harmful,0,0,Definitely not,Definitely not,Definitely not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,16,Old Treat,0,0,0,0,1,0,0,0,0,2,2,1,1,0,0
R_3f0DwBag0rlDisO,17,No,66,60,37,Extremely harmful,5,6,Probably yes,Probably yes,Probably not,32,68,54,Very harmful,5,4,Probably not,Definitely not,Probably not,70,73,72,Very harmful,5,4,Probably yes,Probably not,Probably yes,79,59,70,Extremely harmful,5,5,Definitely yes,Definitely yes,Probably yes,78,61,73,Very harmful,3,5,Definitely yes,Probably not,Probably yes,78,57,84,Somewhat harmful,4,5,Definitely yes,Definitely yes,Probably yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,,People vaping,17,Young Treat,1,0,0,0,0,1,0,0,0,4,4,1,1,0,0
R_6c7u199gLQDN9SN,16,Yes,50,41,30,Somewhat harmful,2,3,Probably not,Definitely not,Definitely not,30,25,36,Somewhat harmful,3,3,Probably not,Probably not,Probably not,45,40,35,Somewhat harmful,4,3,Probably not,Probably not,Probably not,15,25,20,Somewhat harmful,3,2,Definitely not,Definitely not,Definitely not,15,10,3,Very harmful,2,1,Probably not,Definitely not,Probably not,30,18,15,Somewhat harmful,1,0,Definitely not,Definitely not,Definitely not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,16,Young Treat,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0
R_3gdNZO8bNqdHSWK,17,Yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,45,54,30,Somewhat harmful,4,5,Probably not,Probably yes,Probably yes,51,70,53,Somewhat harmful,4,5,Probably not,Probably not,Probably yes,71,72,54,Very harmful,5,4,Definitely yes,Probably not,Probably yes,38,60,48,Very harmful,4,3,Probably yes,Probably not,Probably yes,81,60,51,Somewhat harmful,5,3,Probably yes,Definitely yes,Probably not,46,49,18,Very harmful,5,3,Definitely yes,Probably not,Definitely yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,,People vaping,17,Young Control,1,0,0,0,0,1,0,0,0,3,3,1,1,0,0
R_1pVPP9U3mCEh4tv,17,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,45,59,50,Slightly harmful,6,6,Definitely not,Probably not,Probably yes,53,47,52,Slightly harmful,3,4,Definitely not,Definitely not,Probably yes,56,59,56,Somewhat harmful,4,4,Probably not,Definitely not,Probably yes,53,46,66,Not at all harmful,4,5,Probably not,Probably not,Probably not,46,44,47,Not at all harmful,4,4,Definitely not,Definitely not,Probably yes,41,56,59,Not at all harmful,3,4,Definitely not,Definitely not,Probably yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,People vaping and exercising,People vaping,17,Young Control,0,1,0,0,0,1,0,0,0,3,3,1,1,0,0
R_72MkcxEh5V1lATo,16,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,68,59,60,Somewhat harmful,5,4,Probably yes,Probably yes,Definitely yes,65,78,63,Very harmful,4,6,Definitely yes,Probably yes,Probably yes,75,66,76,Very harmful,6,5,Definitely yes,Probably yes,Probably yes,0,0,56.148,0,65,79,65,Extremely harmful,5,4,Probably yes,Definitely yes,Probably yes,0,0,15.493,0,65,55,66,Very harmful,4,5,Probably yes,Definitely yes,Probably yes,78,72,78,Very harmful,5,5,Probably yes,Definitely yes,Probably yes,,People vaping,16,Old Control,1,0,0,0,0,1,1,1,1,3,3,1,3,1,1
R_1RkDorUcIEK2CND,17,Yes,37,58,29,Slightly harmful,3,1,Probably yes,Probably not,Definitely not,55,40,65,Somewhat harmful,3,4,Probably not,Probably not,Probably yes,60,73,65,Very harmful,6,5,Probably yes,Probably not,Probably not,69,55,52,Somewhat harmful,5,3,Probably not,Probably not,Probably yes,38,48,21,Very harmful,4,4,Probably yes,Probably not,Probably not,64,51,76,Very harmful,4,3,Probably yes,Probably not,Probably not,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,,People vaping,17,Young Treat,1,0,0,0,0,1,0,0,0,3,3,1,1,0,0
R_6HqsiWU94Ven0Is,16,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,71,57,66,Somewhat harmful,5,4,Definitely yes,Probably yes,Definitely yes,74,63,74,Very harmful,5,4,Probably yes,Probably yes,Definitely yes,80,65,75,Very harmful,5,4,Probably yes,Definitely yes,Probably yes,0,0,77.813,0,75,65,79,Somewhat harmful,5,6,Definitely yes,Probably yes,Probably yes,0,0,48.572,0,75,64,75,Somewhat harmful,4,5,Definitely yes,Probably yes,Probably yes,69,58,75,Somewhat harmful,4,5,Probably yes,Probably yes,Definitely yes,,People vaping,16,Old Control,1,0,0,0,0,0,1,1,1,2,2,1,2,1,1
R_3f2NrTdEaGe306z,17,Yes,53,28,62,Slightly harmful,3,2,Definitely yes,Probably not,Probably yes,49,32,43,Somewhat harmful,3,4,Probably yes,Probably yes,Probably not,40,52,39,Somewhat harmful,3,4,Probably yes,Definitely yes,Probably not,50,67,31,Slightly harmful,3,4,Probably yes,Probably not,Probably not,57,39,61,Very harmful,3,5,Probably yes,Definitely yes,Probably not,66,82,54,Very harmful,5,3,Probably not,Probably yes,Probably yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,,People vaping,17,Young Treat,0,0,1,0,0,1,0,0,0,4,4,1,1,0,0
R_301wwgqmN8de0ev,17,Yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,67,64,84,Extremely harmful,6,5,Definitely yes,Probably yes,Probably yes,73,65,86,Very harmful,6,5,Definitely yes,Definitely yes,Probably yes,83,73,80,Very harmful,5,7,Definitely yes,Probably yes,Probably yes,79,70,82,Very harmful,6,6,Definitely yes,Definitely yes,Probably yes,83,67,85,Very harmful,6,4,Definitely yes,Probably yes,Definitely yes,75,62,83,Extremely harmful,6,5,Definitely yes,Probably yes,Definitely yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,,People vaping,17,Young Control,1,0,0,0,0,1,1,1,1,2,2,1,2,1,1
R_7HudkXUDdfe1UNg,16,No,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,77,72,59,Somewhat harmful,5,4,Probably yes,Definitely yes,Probably yes,80,74,77,Somewhat harmful,5,6,Definitely yes,Probably yes,Definitely yes,69,81,66,Somewhat harmful,4,5,Definitely yes,Probably yes,Definitely yes,86,68,77,Extremely harmful,6,5,Probably yes,Probably yes,Definitely yes,83,64,74,Extremely harmful,5,6,Probably yes,Definitely yes,Probably yes,67,79,63,Somewhat harmful,6,5,Probably yes,Probably yes,Definitely yes,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NA,NA,NA,,NA,NA,,,,,People vaping,16,Old Treat,1,0,0,0,0,1,1,1,1,2,2,1,2,1,1
